product_id,prob_positivo,n_reviews
0009406fd7479715e4bef61dd91f2462,0.053655725175700206,1
000b8f95fcb9e0096488278317764d19,0.7311327242975806,2
000d9be29b5207b54e86aa1b1ac54872,0.9918813892173328,1
001795ec6f1b187d37335e1c4704762e,0.34340481153012964,3
001b237c0e9bb435f2e54071129237e9,0.26570761599944615,1
001b72dfd63e9833e8c02742adf472e3,0.5378487345824347,6
001c5d71ac6ad696d22315953758fa04,0.9897564802438076,1
00210e41887c2a8ef9f791ebc780cc36,0.6511869752665258,3
002159fe700ed3521f46cfcf6e941c76,0.7220203478072209,3
00250175f79f584c14ab5cecd80553cd,0.6929366936988622,3
002c6dab60557c48cfd6c2222ef7fd76,0.3855495955152922,1
0030e635639c898b323826589761cf23,0.9527624236918448,1
003128f981470c3e5a2e7445e4a771cd,0.9982431734671652,1
0036bb031e69d915cd384d1b3838b5d3,0.9928539444617108,1
003c0b8f6580c850bd2e32044d2ac307,0.23350553892566525,1
004154251837f6ac124ad4374b3a8148,0.8453394609580934,1
0043c62d00db47eff6a6bc4cf6bfaeda,0.21561430034710727,1
0043d1a25ef08fb6f41b8fa6f91742ab,0.00240191275811126,1
0044d70d4e53450c0fbb8255446a797b,0.9957918124541408,1
004636c889c7c3dad6631f136b7fa082,0.01563309767271775,1
004ffcbfa5aac82212a95bc972ea8a85,0.9306130388103167,1
005030ef108f58b46b78116f754d8d38,0.9584220395775321,4
00636f9286f69c9f1bdabe76e670fb50,0.9867483957814814,1
0067f97995b0c3a86739734dc87ee6b6,0.9113463480370165,1
006baa9a5b8f95895f15273a35bc2664,0.8156240362992726,3
006c67546bfe73c33b83f6bd1ad58c36,0.9313421504481709,1
0075c14603d80515e20908c156ceb47b,0.7125771487781468,2
007c63ae4b346920756b5adcad8095de,0.997222972420753,1
0082684bb4a60a862baaf7a60a5845ed,0.7430523892411443,1
0085dddda27567189f1dfd1eda7c286e,0.9986842442369772,1
00878d953636afec00d3e85d55a12e7f,0.72536604349123,4
008cff0e5792219fae03e570f980b330,0.7671536553726118,8
00905d58c87afcbce21420b3712cacaa,0.9530558994237032,2
00917855135d67fb060dcd81863166a4,0.018786593814721628,1
00929aaa7751a77220db9caa1ae6d3ab,0.977220901315227,1
0092a9e1c8a471753ed7ffa7eef5086e,0.9876986441232791,1
00989337a1916a0055eedd1fdb35eb53,0.032728980595705476,1
009af1277432f1a05742df69cdf72d1e,0.9358369583749565,1
009c09f439988bc06a93d6b8186dce73,0.990989827839499,1
009df2b0bc078648fc4f5898de8cabff,0.8919277213618301,1
00a985c524adbb97a4211e4ce17aabec,0.20928640183007186,1
00ab8a8b9fe219511dc3f178c6d79698,0.5308626479545983,3
00b264091d1c8df03976c3f3b176b35c,0.995818769077063,1
00b782074a5ec523bf31951b4935d572,0.8920390072028228,1
00ba6d766f0b1d7b78a5ce3e1e033263,0.4578654749601927,4
00baba5b58e274d0332a0c8a0a66f877,0.938982024795942,2
00bc6e6d4ceb98ec7ed058b0a243a8b9,0.953848581726425,1
00c1e6d55fe174bfbb179257255e49bb,0.9469686142346991,1
00c794371af4dc7c5b6ba3ef913556bb,0.9184639253252789,1
00cc15e0cef551848c797ab75ba904b1,0.7777444079034822,1
00cf06147ed4880ec5fbba2adbb20e1d,0.036787214671638716,1
00d2add85b1f5aba6bb3d5d977314e25,0.014460954754618347,1
00d51a45854ebce28acda79f414388ee,0.9690775491291963,1
00d62b338366db4c4aec8547ea8f928e,0.9319342255136918,1
00de7f393d962717eeeb2d7131a40dba,0.42704845576347583,9
00df6fc5f33cc3f7ceec4ec6337d9cd7,0.996034347399646,1
00e32638060f6356e6f00749dc466b5c,0.9848915894644124,1
00e437f5e55fc5a62e4ef2f84f41b5fb,0.9351835303732497,1
00e4ded51458037ecda216453eb79d3c,0.9937926162503367,1
00e62bcf9337ca4c5d5b4c5c8188f8d2,0.007526811371925909,1
00f179926ae5965cd6ff548d765d8a61,0.24832437258749618,1
00f42e56821b1779fbf397fe72639054,0.0027943994212474895,1
00f8c37377b038c9c791128d2f928111,0.08337963736037521,1
00faa46f36261af8bbf3a4d37fa4841b,0.9765456523769536,6
00fd6afd95fe066db8433832180a5369,0.9351835303732497,1
00fefaf41156bb4b0d850fb27da97897,0.9323512449111967,3
0103208eb1ea5a1a7359c0251a65e37a,0.9855914905341552,1
0103863bf3441460142ec23c74388e4c,0.043256295272298025,1
01078a94cb29913dfda1a962fd4e3400,0.24700527948463097,1
01084e8138d03dc691daa19aa6c12471,0.005450127022021698,1
010a3a47c14f1295796c08419f32cef6,0.9968990549160012,1
010c38887e6a41a5acfea2687515b254,0.01693713237856546,1
010f24a605e8431fc68562e597f80d63,0.9986525272427622,1
0110573bc9195aa810a4384f189f48f5,0.20237080816023312,2
0111ab6fb41da433e0f17d3f4ec2c8f5,0.9962016876637535,1
0112c32bab2fb9a2147b92cdd5f1d3e7,0.957386765693492,1
011377a7487fef47fc9e73fa5f7322a6,0.01645981351007802,1
0116f3b947377cccf0135f8071b54d74,0.9973419052727438,1
011967a30ceeaa86acb72e79664544ad,0.014732134992434389,1
011ae9863bd5b15e528a16dd8ceb4772,0.6316894212116498,3
011bb8a6af5178b33871a83c4f297d32,0.7661444391613773,1
011be89e68e286ac07f51c22ecbb04aa,0.09854139052620241,1
01217a683550744160a91eaa46a92305,0.6432349803694584,3
0124d1581f26143e988b8e1a4b7adab7,0.005615745262557347,1
0127db1f4effcf8f5b88d80588bc5624,0.8076133810533668,1
0129d1e9b29d3fe6833cc922374cd252,0.9056941127626446,1
0130c4375ccbe30dbfa676abd076a056,0.9905350996991986,2
0135900191d4383219257d6fde585ccf,0.16938518053040735,1
01365901d8f2247976a7e5d4c98c52c0,0.5363344545691572,2
013b5dd7d319685753e2c12292975615,0.5489085682927611,1
013e6676e0e3529e5909ff54370daddf,0.003152734272460519,1
013ee64977aaa6b2b25475095162e0e9,0.44652469871211514,5
013fef6ee8c8f3ff998e8f0a950a0495,0.18121350924150514,1
0141f5b2fc5389a8b247ae23b58482ef,0.9972425754054547,1
01422266d7a3131403364787ef9dab11,0.16218927784805662,2
014a8a503291921f7b004a5215bb3c36,0.5068566693524387,7
014d94f219fbff1166b9cf700eee36b2,0.9605890657357677,1
014fcf6bd5cd4c7ee29fb3bb618c445e,0.1117404059700292,1
0152cb427657428c06633fce6d721da4,0.9990208694905572,1
0152f69b6cf919bcdaf117aa8c43e5a2,0.6688169092032195,16
015527ec9502daa03dfd0e22ef1d1288,0.9646267020996708,2
01586bfbe1d5449887f1cac4ad1fbd02,0.14319581889071611,1
015f06d7b83e5a6f7d1765fb5d8bdfa6,0.9852709342264894,1
01604238fbc11ce379e537a76b26bc94,0.062341038431481796,1
0164201c7c8b81dc5779e015e2d7be59,0.027781211745096585,1
016711f78a6a87696645db0a6a834826,0.8177721773560266,9
0168e1b28d8e55a515928cf656eff0a4,0.9913528719522634,1
016cae136d358dcdacbd7ac9f1864c09,0.23111859315687333,3
